n0;str;mp;location;format;messages;freq;gnss;n1;country;lat;lon;n2;n3;ntrips;n4;n5;n6;n7;n8

;STR;1CEN;Charnoz-sur-Ain;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.864;5.222;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ABA1;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;48.330;21.234;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.30;none;N;N;15200;CentipedeRTK
;STR;AC53;Saint-Pierre-la-Cour;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.090;-1.049;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;ADNC;Frejeville;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.611;2.146;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;AGDE;FRA;RTCM3;1006,1008,1033,1045,1046,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;43.296;3.466;0;0;NTRIPTRIMBLENETR95.45,06/MAR/2;none;N;N;15200;CentipedeRTK
;STR;AGRP;Quimperle;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.861;-3.528;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;AIGL;Val-dAigoual;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;44.121;3.581;0;0;NTRIPTRIMBLENETR95.37,21/SEP/2;none;N;N;15200;CentipedeRTK
;STR;AL89;Pisy;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.557;4.146;0;0;NTRIPRTKBaseUblox_ZED-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;ALEX;BEL;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;BEL;50.605;4.379;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;ALPE;Huez;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;45.087;6.083;0;0;NTRIPTRIMBLENETR95.33,31/JAN/2;none;N;N;15200;CentipedeRTK
;STR;ALZ22;Saint-Igeaux;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.273;-3.118;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;AMIEN;Amiens;RTCM3;1004,1005,1006,1007,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.870;2.303;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.13;none;N;N;15200;CentipedeRTK
;STR;ANDR;Heudicourt;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.337;1.665;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;ANTO;Saint-Pierre-sur-Orthe;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.243;-0.184;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ARL72;Chantenay-Villedieu;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.947;-0.111;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ARRAS;Saint-Laurent-Blangy;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.292;2.790;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;ASD21;Dijon;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.311;5.065;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;ASSAS;Ruan;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.096;1.894;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;AUB1;Aubigny-sur-Nere;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.503;2.404;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.1;none;N;N;15200;CentipedeRTK
;STR;AURAY;Auray;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.670;-2.997;0;0;NTRIPRTKBaseUblox_ZED-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;AVR2;Sinard;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;44.956;5.653;0;0;NTRIPTRIMBLENETR95.45,06/MAR/2;none;N;N;15200;CentipedeRTK
;STR;BABY;LaBarre-de-Monts;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.874;-2.103;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;BARGE;Saint-Hilaire-des-Loges;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.507;-0.648;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;BATY;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;46.128;19.153;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;BAYS1;LeBurgaud;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.807;1.148;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;BDN;Maubec;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.557;5.248;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;BEAUR;Beaurainville;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.416;1.887;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;BEFF;Villeurbanne;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.767;4.880;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;BEN50;JuvignylesVallees;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.657;-1.029;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.13;none;N;N;15200;CentipedeRTK
;STR;BENS;Cuq;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.074;0.724;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;BESNO;Avon-les-Roches;RTCM3;1004,1005,1006,1012,1019,1020,1042,1045,1046,1077,1087,1097,1127;2;GLO+GAL+BDS+GPS;NONE;FRA;47.150;0.462;0;0;NTRIP;none;N;N;15200;CentipedeRTK
;STR;BIGO1;Moyenneville;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.494;2.626;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;BIVL1;Biville-la-Baignarde;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.715;1.037;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;BLGC;LesTrois-Moutiers;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.064;0.019;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.30;none;N;N;15200;CentipedeRTK
;STR;BLIX;Blieux;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;43.874;6.367;0;0;NTRIPTRIMBLENETR95.37,21/SEP/2;none;N;N;15200;CentipedeRTK
;STR;BNFL;CHZ;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;CHZ;47.473;7.144;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;BORD;Aussonne;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.668;1.319;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;BRET;Val-au-Perche;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.285;0.764;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;BRTAT;Maulicheres;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.687;-0.094;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;BSLL;Boissei-la-Lande;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1074,1077,1084,1087,1094,1097,1107,1124,1127;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.694;0.066;0;0;NTRIPUblox_ZED-F9P;none;N;N;15200;CentipedeRTK
;STR;BTCHZ;CHZ;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;CHZ;46.757;6.782;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.2;none;N;N;15200;CentipedeRTK
;STR;BTRN;Brillevast;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.633;-1.419;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;BXATI;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;45.989;18.538;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;CA53;Saint-Hilaire-du-Maine;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.257;-0.931;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;CALIG;Calignac;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.148;0.403;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;CAMBR;Sailly-lez-Cambrai;RTCM3;1005,1006,1008,1033,1230;2;;NONE;FRA;50.194;3.178;0;0;NTRIPRTKBaseUblox_ZED-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;CAVZN;Castera-Verduzan;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.804;0.445;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;CAZ0;Puyol-Cazalet;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.607;-0.401;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.21.32;none;N;N;15200;CentipedeRTK
;STR;CCHC;Chateauneuf-du-Faou;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.194;-3.821;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;CCPI;Lanrivoare;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.470;-4.646;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;CDA2;Miermaigne;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.254;0.989;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.3;none;N;N;15200;CentipedeRTK
;STR;CEAU2;Agris;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.782;0.350;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.13;none;N;N;15200;CentipedeRTK
;STR;CERM;Mirabel;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.579;4.501;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.21.32;none;N;N;15200;CentipedeRTK
;STR;CGRO;Marie;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;44.047;7.200;0;0;NTRIPTRIMBLENETR95.45,06/MAR/2;none;N;N;15200;CentipedeRTK
;STR;CHAMB;Mesnils-sur-Iton;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.840;1.000;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.3;none;N;N;15200;CentipedeRTK
;STR;CHARO;Vendenesse-les-Charolles;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.442;4.307;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;CHAU;Chaussoy-Epagny;RTCM3;1004,1005,1006,1007,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.728;2.331;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;CHTL;LaTour-en-Maurienne;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;45.304;6.359;0;0;NTRIPTRIMBLENETR95.48,13/AUG/2;none;N;N;15200;CentipedeRTK
;STR;CITRU;San-Giuliano;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;42.286;9.521;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.0;none;N;N;15200;CentipedeRTK
;STR;CLAUD;Claudon;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.032;6.020;0;0;NTRIPRTKBaseUblox_ZED-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;CLFA;Savigneux;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.619;4.083;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;CLMRY;Clemery;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.883;6.175;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;CN56;Pont-Scorff;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.843;-3.413;0;0;NTRIPRTKBasesimpleRTK2B2.3.4;none;N;N;15200;CentipedeRTK
;STR;COLI;Saint-Leu;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;-21.144;55.300;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;COND;Oissery;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.065;2.844;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;CQ49;Vernantes;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.406;-0.018;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;CRIEL;Touffreville-sur-Eu;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.001;1.326;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.13;none;N;N;15200;CentipedeRTK
;STR;CRO2;Crolles;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.272;5.891;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.13;none;N;N;15200;CentipedeRTK
;STR;CSOR;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;47.206;18.267;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;CT02;Saint-Medard-dAunis;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;3;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.165;-0.949;0;0;NTRIPSEPTMOSAIC-X54.12.1;none;N;N;15200;CentipedeRTK
;STR;CVRA;Valence;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.928;4.923;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;DBOUT;Saint-Vincent-du-Lorouer;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.833;0.476;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;DECAL;Mesnil-Martinsart;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.052;2.646;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;DEFLAU;Lafox;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.167;0.688;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;DELP;Saint-Sauvant;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.374;0.099;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;DESC;Saintes;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.760;-0.650;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;DEWB;NLD;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;NLD;52.843;6.718;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;DMZ;Domazan;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.938;4.665;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;DORI;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;47.328;19.109;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;DREUXS;Duras;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.692;0.166;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;DURAS2;Duras;RTCM3;1004,1006,1008,1012,1033;2;GLO+GPS;NONE;FRA;44.677;0.179;0;0;NTRIPNOVOEM729-2.01OM7MR0500RN0000;none;N;N;15200;CentipedeRTK
;STR;DVSLO;Saint-Lo;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.102;-1.072;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;ECM3;FRA;RTCM3;;2;;;FRA;0.00;0.00;0;0;;;N;N;15200;CentipedeRTK
;STR;EJPB;Montigny-le-Chartif;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.280;1.169;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ELISA;BEL;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;BEL;50.547;4.452;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;EMC2B;Filstroff;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.311;6.523;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;EMO4G;FRA;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;80.000;0.00;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ENFP;Toulouse;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.596;1.378;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ENSG2;Champs-sur-Marne;RTCM3;1004,1005,1006,1008,1012,1033,1077,1087,1097,1107,1230;2;GLO+GAL+SBS+GPS;NONE;FRA;48.841;2.587;0;0;NTRIPSPECTRASP90M4.21;none;N;N;15200;CentipedeRTK
;STR;ENSIP;Poitiers;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.569;0.383;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.3;none;N;N;15200;CentipedeRTK
